,origin,destination,path,service_ids,first_service_mode,last_service_mode,first_service,first_service_departure,service_capacities,service_capacity,total_transport_cost,transshipment_cost,transshipment_time,storage_time,storage_cost,total_cost,last_service_arrival,Transshipment Terminal(s),Loading_cost_at_origin,Unloading_cost_at_destination
586,Delta,Nuremberg,Delta to HOME -> HOME to Duisburg -> Duisburg to Nuremberg,"Barge02, Truck20, Train33",Barge,Train,Barge02,53,"160, 90, 90",90,246.60975,57.0,2,60.8,60.8,364.40975,132.0,"HOME,Duisburg",3.0,18.0
587,Delta,Nuremberg,Delta to HOME -> HOME to Duisburg -> Duisburg to Nuremberg,"Barge02, Train26, Truck34",Barge,Truck,Barge02,53,"160, 90, 90",90,369.951,57.0,2,19.0,19.0,445.951,89.0,"HOME,Duisburg",3.0,18.0
588,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge03, Truck25, Train31",Barge,Train,Barge03,3,"160, 160, 90",90,212.91899999999998,57.0,2,101.2,101.2,341.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
589,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge03, Barge47, Truck31",Barge,Truck,Barge03,3,"160, 160, 90",160,354.9645,27.0,2,86.5,86.5,468.4645,114.1,"Moerdijk,Venlo",3.0,18.0
590,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge03, Truck26, Train33",Barge,Train,Barge03,3,"160, 160, 90",90,233.4395,57.0,2,108.6,108.6,369.0395,132.0,"Moerdijk,Duisburg",3.0,18.0
591,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge03, Barge48, Truck34",Barge,Truck,Barge03,3,"160, 160, 90",160,325.82890000000003,27.0,2,62.5,62.5,415.32890000000003,91.5,"Moerdijk,Duisburg",3.0,18.0
592,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge03, Truck25, Train31",Barge,Train,Barge03,3,"160, 90, 90",90,212.91899999999998,57.0,2,101.2,101.2,371.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
593,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge03, Train27, Truck31",Barge,Truck,Barge03,3,"160, 90, 90",90,377.08299999999997,57.0,2,66.5,66.5,500.58299999999997,87.1,"Moerdijk,Venlo",3.0,18.0
594,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge03, Truck26, Train33",Barge,Train,Barge03,3,"160, 90, 90",90,233.4395,57.0,2,108.6,108.6,399.0395,132.0,"Moerdijk,Duisburg",3.0,18.0
595,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge03, Train28, Truck34",Barge,Truck,Barge03,3,"160, 90, 90",90,356.5625,57.0,2,68.5,68.5,482.0625,89.5,"Moerdijk,Duisburg",3.0,18.0
596,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge04, Truck25, Train31",Barge,Train,Barge04,15,"160, 160, 90",90,212.91899999999998,57.0,2,89.2,89.2,329.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
597,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge04, Barge47, Truck31",Barge,Truck,Barge04,15,"160, 160, 90",160,354.9645,27.0,2,74.5,74.5,456.4645,114.1,"Moerdijk,Venlo",3.0,18.0
598,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge04, Truck26, Train33",Barge,Train,Barge04,15,"160, 160, 90",90,233.4395,57.0,2,96.6,96.6,357.0395,132.0,"Moerdijk,Duisburg",3.0,18.0
599,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge04, Barge48, Truck34",Barge,Truck,Barge04,15,"160, 160, 90",160,325.82890000000003,27.0,2,50.5,50.5,403.32890000000003,91.5,"Moerdijk,Duisburg",3.0,18.0
600,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge04, Truck25, Train31",Barge,Train,Barge04,15,"160, 90, 90",90,212.91899999999998,57.0,2,89.2,89.2,359.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
601,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge04, Train27, Truck31",Barge,Truck,Barge04,15,"160, 90, 90",90,377.08299999999997,57.0,2,54.5,54.5,488.58299999999997,87.1,"Moerdijk,Venlo",3.0,18.0
602,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge04, Truck26, Train33",Barge,Train,Barge04,15,"160, 90, 90",90,233.4395,57.0,2,96.6,96.6,387.0395,132.0,"Moerdijk,Duisburg",3.0,18.0
603,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge04, Train28, Truck34",Barge,Truck,Barge04,15,"160, 90, 90",90,356.5625,57.0,2,56.5,56.5,470.0625,89.5,"Moerdijk,Duisburg",3.0,18.0
604,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge05, Truck25, Train31",Barge,Train,Barge05,27,"160, 160, 90",90,212.91899999999998,57.0,2,77.2,77.2,317.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
605,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge05, Barge47, Truck31",Barge,Truck,Barge05,27,"160, 160, 90",160,354.9645,27.0,2,62.5,62.5,444.4645,114.1,"Moerdijk,Venlo",3.0,18.0
606,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge05, Truck26, Train33",Barge,Train,Barge05,27,"160, 160, 90",90,233.4395,57.0,2,84.6,84.6,345.0395,132.0,"Moerdijk,Duisburg",3.0,18.0
607,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge05, Barge48, Truck34",Barge,Truck,Barge05,27,"160, 160, 90",160,325.82890000000003,27.0,2,38.5,38.5,391.32890000000003,91.5,"Moerdijk,Duisburg",3.0,18.0
608,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge05, Truck25, Train31",Barge,Train,Barge05,27,"160, 90, 90",90,212.91899999999998,57.0,2,77.2,77.2,347.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
609,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge05, Train27, Truck31",Barge,Truck,Barge05,27,"160, 90, 90",90,377.08299999999997,57.0,2,42.5,42.5,476.58299999999997,87.1,"Moerdijk,Venlo",3.0,18.0
610,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge05, Truck26, Train33",Barge,Train,Barge05,27,"160, 90, 90",90,233.4395,57.0,2,84.6,84.6,375.0395,132.0,"Moerdijk,Duisburg",3.0,18.0
611,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge05, Train28, Truck34",Barge,Truck,Barge05,27,"160, 90, 90",90,356.5625,57.0,2,44.5,44.5,458.0625,89.5,"Moerdijk,Duisburg",3.0,18.0
612,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge06, Truck25, Train31",Barge,Train,Barge06,39,"160, 160, 90",90,212.91899999999998,57.0,2,65.2,65.2,305.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
613,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge06, Barge47, Truck31",Barge,Truck,Barge06,39,"160, 160, 90",160,354.9645,27.0,2,50.5,50.5,432.4645,114.1,"Moerdijk,Venlo",3.0,18.0
614,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge06, Truck26, Train33",Barge,Train,Barge06,39,"160, 160, 90",90,233.4395,57.0,2,72.6,72.6,333.0395,132.0,"Moerdijk,Duisburg",3.0,18.0
615,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge06, Barge48, Truck34",Barge,Truck,Barge06,39,"160, 160, 90",160,325.82890000000003,27.0,2,26.5,26.5,379.32890000000003,91.5,"Moerdijk,Duisburg",3.0,18.0
616,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge06, Truck25, Train31",Barge,Train,Barge06,39,"160, 90, 90",90,212.91899999999998,57.0,2,65.2,65.2,335.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
617,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge06, Train27, Truck31",Barge,Truck,Barge06,39,"160, 90, 90",90,377.08299999999997,57.0,2,30.5,30.5,464.58299999999997,87.1,"Moerdijk,Venlo",3.0,18.0
618,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge06, Truck26, Train33",Barge,Train,Barge06,39,"160, 90, 90",90,233.4395,57.0,2,72.6,72.6,363.0395,132.0,"Moerdijk,Duisburg",3.0,18.0
619,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge06, Train28, Truck34",Barge,Truck,Barge06,39,"160, 90, 90",90,356.5625,57.0,2,32.5,32.5,446.0625,89.5,"Moerdijk,Duisburg",3.0,18.0
620,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge07, Truck25, Train31",Barge,Train,Barge07,51,"160, 160, 90",90,212.91899999999998,57.0,2,53.2,53.2,293.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
621,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge07, Barge47, Truck31",Barge,Truck,Barge07,51,"160, 160, 90",160,354.9645,27.0,2,38.5,38.5,420.4645,114.1,"Moerdijk,Venlo",3.0,18.0
622,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge07, Truck26, Train33",Barge,Train,Barge07,51,"160, 160, 90",90,233.4395,57.0,2,60.6,60.6,321.03950000000003,132.0,"Moerdijk,Duisburg",3.0,18.0
623,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge07, Barge48, Truck34",Barge,Truck,Barge07,51,"160, 160, 90",160,325.82890000000003,27.0,2,14.5,14.5,367.32890000000003,91.5,"Moerdijk,Duisburg",3.0,18.0
624,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge07, Truck25, Train31",Barge,Train,Barge07,51,"160, 90, 90",90,212.91899999999998,57.0,2,53.2,53.2,323.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
625,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge07, Train27, Truck31",Barge,Truck,Barge07,51,"160, 90, 90",90,377.08299999999997,57.0,2,18.5,18.5,452.58299999999997,87.1,"Moerdijk,Venlo",3.0,18.0
626,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge07, Truck26, Train33",Barge,Train,Barge07,51,"160, 90, 90",90,233.4395,57.0,2,60.6,60.6,351.03950000000003,132.0,"Moerdijk,Duisburg",3.0,18.0
627,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge07, Train28, Truck34",Barge,Truck,Barge07,51,"160, 90, 90",90,356.5625,57.0,2,20.5,20.5,434.0625,89.5,"Moerdijk,Duisburg",3.0,18.0
628,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge08, Truck25, Train31",Barge,Train,Barge08,63,"160, 160, 90",90,212.91899999999998,57.0,2,41.2,41.2,281.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
629,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge08, Barge47, Truck31",Barge,Truck,Barge08,63,"160, 160, 90",160,354.9645,27.0,2,26.5,26.5,408.4645,114.1,"Moerdijk,Venlo",3.0,18.0
630,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge08, Truck25, Train31",Barge,Train,Barge08,63,"160, 90, 90",90,212.91899999999998,57.0,2,41.2,41.2,311.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
631,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge08, Train27, Truck31",Barge,Truck,Barge08,63,"160, 90, 90",90,377.08299999999997,57.0,2,6.5,6.5,440.58299999999997,87.1,"Moerdijk,Venlo",3.0,18.0
632,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge08, Truck26, Train33",Barge,Train,Barge08,63,"160, 90, 90",90,233.4395,57.0,2,48.599999999999994,48.599999999999994,339.0395,132.0,"Moerdijk,Duisburg",3.0,18.0
633,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge08, Train28, Truck34",Barge,Truck,Barge08,63,"160, 90, 90",90,356.5625,57.0,2,8.5,8.5,422.0625,89.5,"Moerdijk,Duisburg",3.0,18.0
634,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge09, Truck25, Train31",Barge,Train,Barge09,75,"160, 160, 90",90,212.91899999999998,57.0,2,29.200000000000003,29.200000000000003,269.11899999999997,125.0,"Moerdijk,Venlo",3.0,18.0
635,Delta,Nuremberg,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge09, Barge47, Truck31",Barge,Truck,Barge09,75,"160, 160, 90",160,354.9645,27.0,2,14.5,14.5,396.4645,114.1,"Moerdijk,Venlo",3.0,18.0
636,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge17, Truck31",Barge,Truck,Barge17,12,"160, 90",160,353.1011,21.0,1,1.0,1.0,375.1011,36.5,Venlo,3.0,18.0
637,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge18, Truck31",Barge,Truck,Barge18,18,"160, 90",160,353.1011,21.0,1,1.0,1.0,375.1011,42.5,Venlo,3.0,18.0
638,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge19, Truck31",Barge,Truck,Barge19,36,"160, 90",160,353.1011,21.0,1,1.0,1.0,375.1011,60.5,Venlo,3.0,18.0
639,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge20, Truck31",Barge,Truck,Barge20,42,"160, 90",160,353.1011,21.0,1,1.0,1.0,375.1011,66.5,Venlo,3.0,18.0
640,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge21, Truck31",Barge,Truck,Barge21,60,"160, 90",160,353.1011,21.0,1,1.0,1.0,375.1011,84.5,Venlo,3.0,18.0
641,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge22, Truck31",Barge,Truck,Barge22,66,"160, 90",160,353.1011,21.0,1,1.0,1.0,375.1011,90.5,Venlo,3.0,18.0
642,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge23, Truck31",Barge,Truck,Barge23,90,"160, 90",160,353.1011,21.0,1,1.0,1.0,375.1011,114.5,Venlo,3.0,18.0
643,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Barge24, Truck31",Barge,Truck,Barge24,96,"160, 90",160,353.1011,21.0,1,1.0,1.0,375.1011,120.5,Venlo,3.0,18.0
644,Delta,Nuremberg,Delta to Duisburg -> Duisburg to Nuremberg,"Barge26, Truck34",Barge,Truck,Barge26,82,"160, 90",160,324.8972,21.0,1,1.0,1.0,346.8972,109.5,Duisburg,3.0,18.0
645,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train01, Truck31",Train,Truck,Train01,16,"90, 90",90,382.90299999999996,36.0,1,1.0,1.0,419.90299999999996,31.5,Venlo,18.0,18.0
646,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train02, Truck31",Train,Truck,Train02,40,"90, 90",90,382.90299999999996,36.0,1,1.0,1.0,419.90299999999996,55.5,Venlo,18.0,18.0
647,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train03, Truck31",Train,Truck,Train03,9,"90, 90",90,382.90299999999996,36.0,1,1.0,1.0,419.90299999999996,24.5,Venlo,18.0,18.0
648,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train04, Truck31",Train,Truck,Train04,33,"90, 90",90,382.90299999999996,36.0,1,1.0,1.0,419.90299999999996,48.5,Venlo,18.0,18.0
649,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train05, Truck31",Train,Truck,Train05,57,"90, 90",90,382.90299999999996,36.0,1,1.0,1.0,419.90299999999996,72.5,Venlo,18.0,18.0
650,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train06, Truck31",Train,Truck,Train06,81,"90, 90",90,382.90299999999996,36.0,1,1.0,1.0,419.90299999999996,96.5,Venlo,18.0,18.0
651,Delta,Nuremberg,Delta to Venlo -> Venlo to Nuremberg,"Train07, Truck31",Train,Truck,Train07,105,"90, 90",90,382.90299999999996,36.0,1,1.0,1.0,419.90299999999996,120.5,Venlo,18.0,18.0
652,Delta,Nuremberg,Delta to Duisburg -> Duisburg to Nuremberg,"Train09, Truck34",Train,Truck,Train09,41,"90, 90",90,372.861,36.0,1,1.0,1.0,409.861,58.5,Duisburg,18.0,18.0
653,Delta,Nuremberg,Delta to Duisburg -> Duisburg to Nuremberg,"Train10, Truck34",Train,Truck,Train10,75,"90, 90",90,372.861,36.0,1,1.0,1.0,409.861,92.5,Duisburg,18.0,18.0
654,Delta,Nuremberg,Delta to Duisburg -> Duisburg to Nuremberg,"Train11, Truck34",Train,Truck,Train11,99,"90, 90",90,372.861,36.0,1,1.0,1.0,409.861,116.5,Duisburg,18.0,18.0
655,Euromax,Venlo,Euromax to Moerdijk -> Moerdijk to Venlo,"Barge32, Truck25",Barge,Truck,Barge32,3,"160, 160",160,98.12135,21.0,1,1.0,1.0,105.12135,13.8,Moerdijk,3.0,18.0
656,Euromax,Venlo,Euromax to Moerdijk -> Moerdijk to Venlo,"Barge32, Truck25",Barge,Truck,Barge32,3,"160, 90",160,98.12135,21.0,1,1.0,1.0,120.12135,13.8,Moerdijk,3.0,18.0
657,Euromax,Venlo,Euromax to Moerdijk -> Moerdijk to Venlo,"Barge33, Truck25",Barge,Truck,Barge33,51,"160, 160",160,98.12135,21.0,1,1.0,1.0,105.12135,61.8,Moerdijk,3.0,18.0
658,Euromax,Venlo,Euromax to Moerdijk -> Moerdijk to Venlo,"Barge33, Truck25",Barge,Truck,Barge33,51,"160, 90",160,98.12135,21.0,1,1.0,1.0,120.12135,61.8,Moerdijk,3.0,18.0
659,Euromax,Duisburg,Euromax to Moerdijk -> Moerdijk to Duisburg,"Barge32, Truck26",Barge,Truck,Barge32,3,"160, 160",160,129.12035,21.0,1,1.0,1.0,136.12035,14.3,Moerdijk,3.0,18.0
660,Euromax,Duisburg,Euromax to Moerdijk -> Moerdijk to Duisburg,"Barge32, Truck26",Barge,Truck,Barge32,3,"160, 90",160,129.12035,21.0,1,1.0,1.0,151.12035,14.3,Moerdijk,3.0,18.0
661,Euromax,Duisburg,Euromax to Moerdijk -> Moerdijk to Duisburg,"Barge33, Truck26",Barge,Truck,Barge33,51,"160, 160",160,129.12035,21.0,1,1.0,1.0,136.12035,62.3,Moerdijk,3.0,18.0
662,Euromax,Duisburg,Euromax to Moerdijk -> Moerdijk to Duisburg,"Barge33, Truck26",Barge,Truck,Barge33,51,"160, 90",160,129.12035,21.0,1,1.0,1.0,151.12035,62.3,Moerdijk,3.0,18.0
663,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge32, Truck25, Train29",Barge,Train,Barge32,3,"160, 160, 90",90,113.8391,57.0,2,98.7,98.7,239.53910000000002,113.5,"Moerdijk,Venlo",3.0,18.0
664,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge32, Barge47, Truck29",Barge,Truck,Barge32,3,"160, 160, 90",160,60.93985,27.0,2,86.0,86.0,173.93985,108.4,"Moerdijk,Venlo",3.0,18.0
665,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge32, Truck26, Barge49",Barge,Barge,Barge32,3,"160, 160, 160",160,131.4496,42.0,2,106.1,106.1,249.5496,122.5,"Moerdijk,Duisburg",3.0,3.0
666,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge32, Barge48, Truck32",Barge,Truck,Barge32,3,"160, 160, 160",160,42.137249999999995,27.0,2,62.0,62.0,116.13725,86.0,"Moerdijk,Duisburg",3.0,18.0
667,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge32, Truck25, Train29",Barge,Train,Barge32,3,"160, 90, 90",90,113.8391,57.0,2,98.7,98.7,269.5391,113.5,"Moerdijk,Venlo",3.0,18.0
668,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge32, Train27, Truck29",Barge,Truck,Barge32,3,"160, 90, 90",90,83.05834999999999,57.0,2,66.0,66.0,206.05835,81.4,"Moerdijk,Venlo",3.0,18.0
669,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge32, Truck26, Barge49",Barge,Barge,Barge32,3,"160, 90, 160",160,131.4496,42.0,2,106.1,106.1,279.5496,122.5,"Moerdijk,Duisburg",3.0,3.0
670,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge32, Train28, Truck32",Barge,Truck,Barge32,3,"160, 90, 160",90,72.87085,57.0,2,68.0,68.0,182.87085000000002,84.0,"Moerdijk,Duisburg",3.0,18.0
671,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge33, Truck25, Train29",Barge,Train,Barge33,51,"160, 160, 90",90,113.8391,57.0,2,50.7,50.7,191.53910000000002,113.5,"Moerdijk,Venlo",3.0,18.0
672,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge33, Barge47, Truck29",Barge,Truck,Barge33,51,"160, 160, 90",160,60.93985,27.0,2,38.0,38.0,125.93985,108.4,"Moerdijk,Venlo",3.0,18.0
673,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge33, Truck26, Barge49",Barge,Barge,Barge33,51,"160, 160, 160",160,131.4496,42.0,2,58.1,58.1,201.5496,122.5,"Moerdijk,Duisburg",3.0,3.0
674,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge33, Barge48, Truck32",Barge,Truck,Barge33,51,"160, 160, 160",160,42.137249999999995,27.0,2,14.0,14.0,68.13725,86.0,"Moerdijk,Duisburg",3.0,18.0
675,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge33, Truck25, Train29",Barge,Train,Barge33,51,"160, 90, 90",90,113.8391,57.0,2,50.7,50.7,221.53910000000002,113.5,"Moerdijk,Venlo",3.0,18.0
676,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge33, Train27, Truck29",Barge,Truck,Barge33,51,"160, 90, 90",90,83.05834999999999,57.0,2,18.0,18.0,158.05835,81.4,"Moerdijk,Venlo",3.0,18.0
677,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge33, Truck26, Barge49",Barge,Barge,Barge33,51,"160, 90, 160",160,131.4496,42.0,2,58.1,58.1,231.5496,122.5,"Moerdijk,Duisburg",3.0,3.0
678,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge33, Train28, Truck32",Barge,Truck,Barge33,51,"160, 90, 160",90,72.87085,57.0,2,20.0,20.0,134.87085000000002,84.0,"Moerdijk,Duisburg",3.0,18.0
679,Euromax,Neuss,Euromax to Venlo -> Venlo to Neuss,"Barge35, Truck29",Barge,Truck,Barge35,27,"160, 90",160,59.07645,21.0,1,1.0,1.0,81.07645,46.6,Venlo,3.0,18.0
680,Euromax,Neuss,Euromax to Venlo -> Venlo to Neuss,"Barge36, Truck29",Barge,Truck,Barge36,75,"160, 90",160,59.07645,21.0,1,1.0,1.0,81.07645,94.6,Venlo,3.0,18.0
681,Euromax,Neuss,Euromax to Venlo -> Venlo to Neuss,"Train17, Truck29",Train,Truck,Train17,78,"90, 90",90,93.65174999999999,36.0,1,1.0,1.0,130.65175,88.6,Venlo,18.0,18.0
682,Euromax,Neuss,Euromax to Venlo -> Venlo to Neuss,"Train18, Truck29",Train,Truck,Train18,102,"90, 90",90,93.65174999999999,36.0,1,1.0,1.0,130.65175,112.6,Venlo,18.0,18.0
683,Euromax,Neuss,Euromax to Duisburg -> Duisburg to Neuss,"Train19, Truck32",Train,Truck,Train19,75,"90, 160",90,93.94274999999999,36.0,1,1.0,1.0,115.94274999999999,87.6,Duisburg,18.0,18.0
684,Euromax,Neuss,Euromax to Duisburg -> Duisburg to Neuss,"Train20, Truck32",Train,Truck,Train20,99,"90, 160",90,93.94274999999999,36.0,1,1.0,1.0,115.94274999999999,111.6,Duisburg,18.0,18.0
685,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge32, Truck25, Train30",Barge,Train,Barge32,3,"160, 160, 90",90,124.3176,57.0,2,99.7,99.7,251.01760000000002,115.5,"Moerdijk,Venlo",3.0,18.0
686,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge32, Barge47, Truck30",Barge,Truck,Barge32,3,"160, 160, 90",160,91.93885,27.0,2,86.0,86.0,204.93885,109.0,"Moerdijk,Venlo",3.0,18.0
687,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge32, Truck26, Train32",Barge,Train,Barge32,3,"160, 160, 90",90,144.8381,57.0,2,107.1,107.1,278.93809999999996,122.5,"Moerdijk,Duisburg",3.0,18.0
688,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge32, Barge48, Truck33",Barge,Truck,Barge32,3,"160, 160, 90",160,62.80325,27.0,2,62.0,62.0,151.80325,86.4,"Moerdijk,Duisburg",3.0,18.0
